parameters_id,expectation_value/+/X,expectation_value/-/X,expectation_value/r/X,expectation_value/l/X,expectation_value/0/X,expectation_value/1/X,expectation_value/+/Y,expectation_value/-/Y,expectation_value/r/Y,expectation_value/l/Y,expectation_value/0/Y,expectation_value/1/Y,expectation_value/+/Z,expectation_value/-/Z,expectation_value/r/Z,expectation_value/l/Z,expectation_value/0/Z,expectation_value/1/Z,circuit_idx,job_id,expectation_value,initial_state,observable,parameter/0/0/0/amp,parameter/0/0/0/sigma,parameter/0/1/0/amp,parameter/0/1/0/sigma,parameter/0/1/1/amp,parameter/0/1/1/sigma,parameter/0/2/0/amp,parameter/0/2/0/sigma,parameter/0/2/1/amp,parameter/0/2/1/sigma,parameter/0/2/2/amp,parameter/0/2/2/sigma,parameter/0/3/0/amp,parameter/0/3/0/sigma,parameter/0/3/1/amp,parameter/0/3/1/sigma,parameter/0/3/2/amp,parameter/0/3/2/sigma,parameter/0/3/3/amp,parameter/0/3/3/sigma,parameter/0/beta,job_idx,unique_id,counts/00,counts/01,counts/10,counts/11,created,running,finished
36,0.9766666667,-0.9753333333,-0.052,0.08,0.0953333333,-0.112,0.0906666667,-0.1113333333,-0.1306666667,0.1646666667,-0.9686666667,0.9613333333,0.0913333333,-0.056,0.9793333333,-0.9793333333,-0.1006666667,0.1093333333,48,cvkgtvkvawwg0089n290,0.9766666667,+,X,0.8717559535,7.3865656315,0.047553912,6.433005051,0.0139514438,6.6871651563,0.8069522549,4.7158723744,0.8866830628,3.9413643998,0.2825055655,4.8773578978,0.9065088083,2.6826580216,0.8043274581,1.5251071555,0.9030869801,2.6878838041,0.3688742719,2.6825460985,1.95573827,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
37,0.986,-0.9706666667,-0.04,-0.004,0.002,0.01,-0.0113333333,0.018,0.5266666667,-0.5113333333,-0.824,0.822,0.0006666667,-0.0013333333,0.8206666667,-0.822,0.5286666667,-0.5206666667,66,cvkgtvkvawwg0089n290,0.986,+,X,0.0322154928,8.1828678483,0.4837232616,5.6804874169,0.4879661637,6.252232969,0.5120849761,3.6836964344,0.8294687369,4.5713706705,0.3677825011,4.61379811,0.5597448874,2.4727148963,0.862864827,1.4829712141,0.9491018474,2.2367061204,0.0912919928,1.4292206017,0.6676748375,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
38,0.9826666667,-0.9773333333,0.0346666667,-0.0526666667,-0.0193333333,0.0333333333,-0.052,0.04,0.2126666667,-0.1833333333,-0.9626666667,0.956,-0.038,0.0493333333,0.9673333333,-0.9613333333,0.1893333333,-0.1726666667,84,cvkgtvkvawwg0089n290,0.9826666667,+,X,0.4664451612,7.148028083,0.7102253262,5.7837053929,0.0064055373,6.9882099096,0.5188122765,4.434404982,0.5445424713,3.7303979017,0.9681726483,3.8617527714,0.1191268517,1.2291249094,0.8569126672,1.0488177769,0.5945693595,2.2665537761,0.0693764478,2.8517917593,-0.8694007758,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
39,0.9826666667,-0.9826666667,0.0253333333,-0.0386666667,-0.0426666667,0.028,-0.04,0.058,-0.3293333333,0.3753333333,-0.9166666667,0.91,-0.0693333333,0.016,0.9326666667,-0.902,-0.3646666667,0.362,102,cvkgtvkvawwg0089n290,0.9826666667,+,X,0.7536081509,8.7797255294,0.1663439605,5.4542261078,0.4359837931,5.7712735974,0.8914559468,3.0409811675,0.9373272769,4.4884571339,0.3565874395,4.0755554918,0.3992014406,1.4377438781,0.0676514648,1.6136484494,0.6094818808,1.9263296396,0.8915049939,1.6180511472,-0.248865062,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
40,0.9826666667,-0.9793333333,0.0573333333,-0.024,-0.054,-0.028,0.0053333333,-0.0313333333,0.6346666667,-0.6313333333,-0.762,0.71,0.0006666667,-0.0306666667,0.7706666667,-0.7533333333,0.6473333333,-0.6506666667,120,cvkgtvkvawwg0089n290,0.9826666667,+,X,0.2453855197,7.0278176466,0.3481947256,5.9886205484,0.0569869204,5.9294229289,0.2776795159,3.128807953,0.8431767804,3.5972654105,0.7585900445,3.0136262551,0.4044637075,1.4514620902,0.9110818305,1.0269599925,0.9474241922,1.0713655661,0.0616471592,1.4346791243,1.7765548898,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
41,0.976,-0.978,0.0726666667,-0.032,-0.1013333333,0.0973333333,-0.066,0.064,-0.5993333333,0.616,-0.7693333333,0.7693333333,-0.1006666667,0.108,0.768,-0.7653333333,-0.5993333333,0.586,138,cvkgtvkvawwg0089n290,0.976,+,X,0.7005113632,7.7078203547,0.3190949427,6.6079171131,0.9487934883,6.9366864052,0.8809265076,4.2154556566,0.4265588139,3.7989104672,0.6903261327,4.8027034412,0.81346439,1.95782442,0.509964706,1.9063240589,0.4282744606,2.8911398467,0.7079781076,2.6166852157,-0.8491143301,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
42,0.9846666667,-0.9786666667,0.0153333333,-0.0186666667,-0.0033333333,0.0,-0.0046666667,-0.0233333333,-0.566,0.592,-0.8,0.802,-0.0366666667,0.0193333333,0.7793333333,-0.7953333333,-0.5726666667,0.5693333333,156,cvkgtvkvawwg0089n290,0.9846666667,+,X,0.7847463708,7.3656502287,0.7575944032,5.5797767241,0.937112897,6.346334805,0.4685052837,4.4449459778,0.0751104854,4.3115716159,0.3337466297,3.8696210154,0.0545498934,2.8680038489,0.1031179985,2.8575163629,0.90116224,1.2996384644,0.9384413759,2.7430063593,0.4956140548,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
43,0.976,-0.98,0.0073333333,0.0046666667,0.0186666667,-0.012,-0.0193333333,-0.0306666667,0.5793333333,-0.578,-0.796,0.8073333333,-0.0133333333,0.018,0.7933333333,-0.8,0.5933333333,-0.5886666667,174,cvkgtvkvawwg0089n290,0.976,+,X,0.0196596622,7.1700980372,0.2612554927,6.6986751839,0.7089740414,6.2216104622,0.8404330765,3.8953434385,0.4892455027,3.2667602253,0.1345218979,4.7883188275,0.7434162619,1.4371218247,0.760322142,2.8964038566,0.0821553314,1.2794753294,0.9635357485,1.2402337577,1.5969038079,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
44,0.97,-0.9826666667,-0.0146666667,0.02,0.0606666667,-0.056,0.056,-0.0453333333,-0.5586666667,0.592,-0.806,0.788,0.084,-0.078,0.792,-0.7993333333,-0.5666666667,0.5566666667,192,cvkgtvkvawwg0089n290,0.97,+,X,0.6272381322,8.7474534671,0.8562031544,6.5242316671,0.5481570347,6.7761926012,0.5528981601,4.7725356715,0.4990405509,3.4765177403,0.6000550505,4.3602463421,0.3445666073,1.0823265078,0.2464020751,2.9148856002,0.3566176521,2.4759254772,0.8190696445,2.4772754246,1.742967715,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
45,0.9886666667,-0.9826666667,0.0086666667,-0.0133333333,0.0306666667,0.0206666667,0.008,-0.0173333333,0.836,-0.842,-0.4806666667,0.4953333333,0.0266666667,0.0286666667,0.4966666667,-0.516,0.8446666667,-0.846,210,cvkgtvkvawwg0089n290,0.9886666667,+,X,0.0085447403,7.1522066987,0.1800864079,6.3215854326,0.1887202185,6.2189073796,0.4831205001,3.0755993906,0.3184538465,3.9864080409,0.8246499079,3.0477895786,0.8225677293,1.0645310045,0.7851806514,2.4809611993,0.0645277413,2.6662865419,0.284528757,2.9040939885,-0.6530509717,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
46,0.9886666667,-0.9853333333,0.016,-0.0113333333,0.0453333333,-0.038,0.0606666667,-0.0253333333,-0.778,0.778,-0.6273333333,0.6033333333,0.066,-0.0293333333,0.6246666667,-0.6146666667,-0.778,0.782,228,cvkgtvkvawwg0089n290,0.9886666667,+,X,0.8111870197,8.8422579879,0.6990060689,6.4925627549,0.689220711,6.9427526402,0.9492275966,4.5379629799,0.1897390165,3.8859135485,0.3519908323,3.695193853,0.826508567,1.7803003585,0.6362713406,2.043820369,0.3915004078,1.194042758,0.7384932692,1.6566778484,1.2145734374,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
47,0.9846666667,-0.9846666667,0.0133333333,-0.0086666667,-0.0026666667,-0.0053333333,-0.004,-0.0293333333,0.32,-0.2913333333,-0.9326666667,0.9273333333,-0.0073333333,-0.0086666667,0.9366666667,-0.9333333333,0.3066666667,-0.308,246,cvkgtvkvawwg0089n290,0.9846666667,+,X,0.3034492252,7.8154315867,0.1688341465,5.3179669199,0.8008893765,5.9250508506,0.3419207296,4.2129549964,0.8292848599,3.4790267071,0.2081237018,4.2949900042,0.5232062841,1.9106359003,0.1415466676,2.5521276585,0.2687013118,1.8002361299,0.8518389027,2.459703152,0.8177083943,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
48,0.9793333333,-0.9793333333,0.0353333333,-0.0873333333,-0.0793333333,0.0953333333,-0.0306666667,0.06,-0.3926666667,0.3733333333,-0.9126666667,0.92,-0.0626666667,0.076,0.9193333333,-0.9033333333,-0.368,0.3693333333,264,cvkgtvkvawwg0089n290,0.9793333333,+,X,0.753771203,8.271557513,0.3208535401,6.5008919797,0.6526756979,6.9921399066,0.0777667189,3.5393270261,0.9654524144,3.4317464021,0.1682973122,3.5454380256,0.5135007763,2.1255184234,0.1436894636,2.3510771043,0.2271840624,1.0539577913,0.9908065116,1.7068431559,-0.6134757366,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
49,0.9833333333,-0.9846666667,-0.0313333333,-0.004,0.0406666667,-0.0233333333,0.0146666667,-0.016,-0.0593333333,0.096,-0.9753333333,0.9766666667,0.016,0.032,0.986,-0.9806666667,-0.11,0.1013333333,282,cvkgtvkvawwg0089n290,0.9833333333,+,X,0.2586170899,8.5104625946,0.769529909,6.7240527787,0.7256235241,6.4596226149,0.4168528923,4.7229762274,0.3544799675,3.1663061768,0.7752946852,4.8369600031,0.125947349,1.0323617076,0.5502013774,1.9387711752,0.3641974186,1.2310406508,0.7763996025,2.2149943211,1.2597293154,2,-1,,,,,2024-09-15T16:38:07.051691Z,2024-09-15T20:27:25.837Z,2024-09-15T20:32:02.956Z
50,0.9866666667,-0.982,0.034,-0.0466666667,-0.054,0.046,-0.0533333333,0.0653333333,0.1413333333,-0.1606666667,-0.9673333333,0.9626666667,-0.092,0.048,0.9733333333,-0.9626666667,0.1866666667,-0.1833333333,0,cvkgtwkvawwg0089n29g,0.9866666667,+,X,0.1935798378,7.0968163462,0.9850429192,5.028950239,0.6953445276,6.537758343,0.7279734344,3.14726821,0.4953634567,3.0790828771,0.078622728,4.073147918,0.847119752,1.3824687276,0.9420732723,2.3037241502,0.2584629009,1.2358316976,0.9325925318,1.5980323576,-1.7720844736,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
51,0.982,-0.982,-0.0026666667,0.0293333333,0.034,0.0246666667,0.0073333333,0.0266666667,0.1393333333,-0.144,-0.9706666667,0.9753333333,0.0126666667,-0.0106666667,0.9746666667,-0.9713333333,0.1173333333,-0.1433333333,18,cvkgtwkvawwg0089n29g,0.982,+,X,0.4075392476,8.4520837214,0.4889918318,6.8532674123,0.1408491505,5.7117384843,0.53560384,3.4581041799,0.8889483129,4.6551520606,0.3965497037,3.2422334553,0.5910430122,2.8293084886,0.6144886472,1.7970602062,0.2488963156,2.9026180533,0.7916947319,2.8840832154,0.8614570572,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
52,0.9806666667,-0.9846666667,-0.0286666667,0.05,0.0606666667,-0.0666666667,0.0453333333,-0.0673333333,-0.052,0.0653333333,-0.976,0.9773333333,0.0146666667,-0.0326666667,0.9766666667,-0.972,-0.0506666667,0.0746666667,36,cvkgtwkvawwg0089n29g,0.9806666667,+,X,0.6246618101,8.2303756974,0.0210965623,5.2573310083,0.7136746242,6.8421031999,0.8444853019,4.7208189445,0.0149159044,3.8392246869,0.1212407422,3.5788408211,0.4913126848,2.5527438757,0.1139693224,2.2111880596,0.9384592136,1.8155822866,0.5095725499,1.7023754275,1.8601195317,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
53,0.974,-0.982,-0.0093333333,-0.0006666667,0.0946666667,-0.1073333333,0.038,-0.0253333333,-0.6706666667,0.6833333333,-0.7346666667,0.744,0.08,-0.0633333333,0.73,-0.706,-0.6693333333,0.6533333333,54,cvkgtwkvawwg0089n29g,0.974,+,X,0.8219172391,8.9088346647,0.74204419,6.9715083697,0.7024833601,5.2657498049,0.2027963277,3.5081340234,0.4133432854,3.2063436879,0.4295359933,4.8624991074,0.1219699285,2.9124659823,0.1610391125,2.1229637418,0.6265027603,2.6148666441,0.0484538973,2.3450723597,1.5853768794,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
54,0.974,-0.964,0.044,-0.07,-0.1166666667,0.1526666667,-0.0713333333,0.1006666667,-0.4846666667,0.4853333333,-0.856,0.8506666667,-0.1366666667,0.1173333333,0.8453333333,-0.85,-0.44,0.4813333333,72,cvkgtwkvawwg0089n29g,0.974,+,X,0.88178084,8.2611948728,0.2873606158,5.8489264725,0.9017285643,6.0982731473,0.4174770352,3.0449367021,0.302214086,3.0720893794,0.0563995391,4.9080943737,0.0498748393,2.8699952387,0.4995287347,1.0071132953,0.6976871046,1.1920021088,0.5177213206,1.255791651,-1.3410194477,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
55,0.9846666667,-0.9826666667,0.028,-0.0226666667,0.0066666667,-0.0393333333,-0.0086666667,-0.0326666667,0.4173333333,-0.388,-0.8893333333,0.8853333333,-0.006,0.016,0.9033333333,-0.8906666667,0.4286666667,-0.3913333333,90,cvkgtwkvawwg0089n29g,0.9846666667,+,X,0.0360750166,8.4276608766,0.8464352097,6.194808604,0.9109584324,5.1163277291,0.5811667648,4.467666718,0.0074311507,3.3685626886,0.1007428343,4.8138923932,0.9776352767,1.5203103029,0.1550704259,2.9834844093,0.5757074278,1.0992000584,0.1057063712,1.3924643264,0.6267128301,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
56,0.98,-0.9846666667,0.066,-0.0366666667,-0.0046666667,0.0306666667,-0.048,0.05,0.172,-0.1653333333,-0.964,0.9693333333,-0.022,0.0613333333,0.9713333333,-0.9666666667,0.144,-0.1573333333,108,cvkgtwkvawwg0089n29g,0.98,+,X,0.4610646707,8.6208632257,0.3790687142,6.0334441277,0.3572476406,5.4917787004,0.9640008028,4.2859519973,0.3812662189,3.4144251311,0.2067794537,4.4689249443,0.0330812105,2.198975852,0.4851075088,1.0372201514,0.1570630768,2.7578752776,0.2761675239,2.7057346887,-1.3122216711,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
57,0.9833333333,-0.9833333333,0.0126666667,-0.0013333333,0.0106666667,-0.024,0.0126666667,-0.0066666667,0.4973333333,-0.484,-0.85,0.8453333333,-0.0113333333,-0.006,0.8686666667,-0.8573333333,0.5166666667,-0.486,126,cvkgtwkvawwg0089n29g,0.9833333333,+,X,0.1914612372,7.4049827905,0.1530891917,5.6432880344,0.790452188,5.9729483675,0.1933223174,3.4011101414,0.5589034788,3.9118381631,0.2863782819,4.4022305776,0.8254378105,1.939731211,0.5235720284,2.7725735784,0.575573298,2.3555222711,0.3306007359,2.471050876,1.9361376647,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
58,0.98,-0.974,0.05,-0.044,-0.0813333333,0.0286666667,-0.0046666667,0.0533333333,0.334,-0.3153333333,-0.9373333333,0.9233333333,0.006,0.034,0.93,-0.932,0.3506666667,-0.3213333333,144,cvkgtwkvawwg0089n29g,0.98,+,X,0.1354232668,7.3212970418,0.2552822729,5.5916422819,0.798415859,6.5547089525,0.4061820116,4.7734606564,0.5241005762,4.2169897546,0.9338306976,3.9165785152,0.3717664298,1.6422062351,0.7530863111,2.0704538425,0.7753483496,2.8500302669,0.2287352914,1.635067334,-1.8074747933,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
59,0.98,-0.9793333333,-0.018,0.0146666667,0.0313333333,-0.028,0.0313333333,-0.0093333333,0.4053333333,-0.4113333333,-0.888,0.8853333333,0.0293333333,0.0073333333,0.8973333333,-0.8913333333,0.3993333333,-0.3933333333,162,cvkgtwkvawwg0089n29g,0.98,+,X,0.0616129618,7.7673666619,0.8895754165,6.453176472,0.7241529512,5.0669590005,0.3606146657,4.645002607,0.465447283,3.9236861648,0.2402443451,3.5088744881,0.0562208245,1.9409764427,0.5185378999,2.1292695748,0.1275812507,1.150569538,0.2956656602,1.1439976633,1.7389220824,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
60,0.988,-0.9833333333,0.05,-0.0313333333,-0.0366666667,0.0326666667,-0.028,0.0306666667,0.3973333333,-0.352,-0.918,0.9106666667,-0.0513333333,0.058,0.916,-0.9166666667,0.3313333333,-0.3246666667,180,cvkgtwkvawwg0089n29g,0.988,+,X,0.162852091,8.875975595,0.8863077377,5.4423116504,0.4448603676,5.4945212385,0.8029549516,4.7344282311,0.2380985662,4.7079102038,0.0553922463,3.4452690854,0.7918453002,1.1823006687,0.6209434757,1.0889277589,0.3317241723,2.7729262966,0.089719405,2.637901846,-0.7088513597,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
61,0.9846666667,-0.986,-0.046,0.0226666667,0.0193333333,-0.0193333333,0.0306666667,0.0113333333,-0.05,0.0113333333,-0.982,0.9786666667,0.0166666667,-0.054,0.9846666667,-0.986,0.002,0.0246666667,198,cvkgtwkvawwg0089n29g,0.9846666667,+,X,0.2865505237,8.5671342495,0.9384234691,6.8789862481,0.4174554694,6.1516242847,0.302394641,3.3421141412,0.904295723,4.9258975558,0.2519998889,4.3318553298,0.5904276327,2.6588269452,0.1641845979,2.0340921312,0.3089737058,2.3235631802,0.1669315465,2.3389053418,1.2741188607,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
62,0.9813333333,-0.976,-0.04,0.0193333333,0.048,-0.0606666667,0.0513333333,-0.038,-0.2533333333,0.246,-0.962,0.96,0.0246666667,-0.0173333333,0.9566666667,-0.954,-0.2286666667,0.2433333333,216,cvkgtwkvawwg0089n29g,0.9813333333,+,X,0.577466539,8.5812674261,0.0853531421,6.0684872576,0.7829572342,5.2685703421,0.8130103821,4.9369778064,0.525150621,4.5258319779,0.8026249787,4.5175794329,0.342074301,2.4398706128,0.3484922118,1.664330231,0.7034529784,1.7165074203,0.2891385551,2.010696442,1.3872257644,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
63,0.9806666667,-0.9806666667,0.008,-0.0193333333,0.0053333333,0.0093333333,-0.0206666667,0.042,0.31,-0.2733333333,-0.9353333333,0.928,0.0066666667,0.04,0.9366666667,-0.934,0.3466666667,-0.314,234,cvkgtwkvawwg0089n29g,0.9806666667,+,X,0.2802123837,7.2779422072,0.658791927,5.3960651018,0.5823298143,6.4974926426,0.041728639,4.3530937914,0.4012637975,4.1829889717,0.3626820561,4.3915201421,0.5584840455,2.4151403247,0.3353586834,2.2074883143,0.2124024434,1.4222534042,0.3406608304,1.4082583764,-0.1321706416,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
64,0.9753333333,-0.9713333333,0.056,-0.0753333333,-0.156,0.1353333333,-0.0706666667,0.064,-0.6793333333,0.7013333333,-0.728,0.6726666667,-0.1326666667,0.1586666667,0.694,-0.696,-0.6873333333,0.666,252,cvkgtwkvawwg0089n29g,0.9753333333,+,X,0.8544263459,7.4750799563,0.6761277363,6.5550486167,0.890025185,5.5129895878,0.7874821739,4.8998713385,0.8076046054,3.6043347271,0.2135437697,3.0569288761,0.6080663117,2.8835579498,0.4046181545,1.2432781352,0.3137722441,1.7033013721,0.4518281761,1.8754433262,-1.2292558195,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
65,0.9866666667,-0.9753333333,0.006,-0.044,-0.014,-0.012,-0.0133333333,0.024,0.6506666667,-0.6713333333,-0.7073333333,0.7306666667,0.0173333333,0.0326666667,0.7166666667,-0.7193333333,0.6746666667,-0.676,270,cvkgtwkvawwg0089n29g,0.9866666667,+,X,0.1297776356,8.1350594064,0.0482390856,6.3980378427,0.4772985372,5.8359852869,0.5192781979,4.23302802,0.7337960694,3.9989690987,0.0449263368,3.2080337991,0.055931678,1.5177913398,0.8355266628,1.9698143632,0.920495832,2.3315616462,0.7104943277,1.6591972708,0.0261738516,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
66,0.9833333333,-0.9726666667,0.004,-0.0213333333,-0.02,-0.0073333333,-0.0026666667,0.0093333333,0.2473333333,-0.2813333333,-0.9286666667,0.9226666667,0.01,0.0066666667,0.932,-0.9326666667,0.2826666667,-0.31,288,cvkgtwkvawwg0089n29g,0.9833333333,+,X,0.5347453989,8.0010449931,0.062848205,6.5811280177,0.1763709605,6.6539815089,0.5018573095,4.4927194916,0.2402194745,4.7384156013,0.4241150715,3.9237014937,0.7250519379,2.2678106421,0.6857619418,2.2809808293,0.4589825,2.837677828,0.8878682511,1.0927126997,-0.012929531,3,-1,,,,,2024-09-15T16:38:11.031499Z,2024-09-15T20:27:27.043Z,2024-09-15T20:40:09.809Z
67,0.982,-0.98,0.09,-0.0706666667,-0.0773333333,0.058,-0.036,0.066,-0.164,0.196,-0.96,0.9573333333,-0.04,0.074,0.958,-0.9686666667,-0.184,0.192,6,cvkgtxkz17rg008dp5kg,0.982,+,X,0.7258390854,8.5521976257,0.5318382441,5.0612664126,0.0657715317,5.7224947589,0.5532502166,3.9216253489,0.3677408995,4.8917998814,0.7969680325,3.4454809996,0.0272293675,1.3800570841,0.6890628885,2.5243885902,0.7833781833,1.9971786046,0.4657581135,2.1339268795,-0.7231033455,4,-1,,,,,2024-09-15T16:38:14.796964Z,2024-09-15T20:27:27.828Z,2024-09-15T20:48:18.999Z
68,0.9866666667,-0.9853333333,-0.004,0.0013333333,-0.0046666667,-0.0086666667,0.0086666667,0.0126666667,-0.0553333333,0.0226666667,-0.976,0.9786666667,0.0206666667,-0.0133333333,0.9853333333,-0.9833333333,-0.0493333333,0.0333333333,24,cvkgtxkz17rg008dp5kg,0.9866666667,+,X,0.3719591961,7.1059984436,0.9002449906,5.8206582332,0.6113286179,5.2800870129,0.5296527914,4.0521609966,0.3797512312,4.4617464908,0.5672878034,3.8543078552,0.9362014065,1.4745986837,0.45363216,1.6112562328,0.4836827775,1.165841007,0.7633518515,2.4244465167,0.6645716169,4,-1,,,,,2024-09-15T16:38:14.796964Z,2024-09-15T20:27:27.828Z,2024-09-15T20:48:18.999Z
69,0.984,-0.988,-0.0146666667,0.0013333333,-0.0053333333,0.0093333333,0.002,-0.0213333333,0.6586666667,-0.6566666667,-0.7153333333,0.7406666667,0.0026666667,-0.002,0.7466666667,-0.7266666667,0.6726666667,-0.6486666667,42,cvkgtxkz17rg008dp5kg,0.984,+,X,0.2326086579,8.9757424108,0.3164375065,5.5824298052,0.1270316557,6.2660115248,0.1713769019,3.3449199762,0.4186948459,4.2141864705,0.3580696388,4.8985982155,0.2774211803,1.523502793,0.0223345788,1.6157042204,0.0536534465,2.2818412189,0.6623681754,2.5114541873,0.9358708453,4,-1,,,,,2024-09-15T16:38:14.796964Z,2024-09-15T20:27:27.828Z,2024-09-15T20:48:18.999Z
70,0.972,-0.9793333333,-0.0686666667,-0.0053333333,0.0733333333,-0.0806666667,0.0166666667,-0.0393333333,-0.4806666667,0.4873333333,-0.8653333333,0.8526666667,0.0613333333,-0.0526666667,0.8633333333,-0.854,-0.4366666667,0.444,60,cvkgtxkz17rg008dp5kg,0.972,+,X,0.7648208849,7.638828443,0.9243818767,5.2696178607,0.1593033741,6.4553444372,0.7389656518,3.406549419,0.5457369706,4.5241528775,0.7347160667,4.1750035358,0.3573070626,2.1135319393,0.9991685298,2.3077336561,0.1598573145,1.6843950497,0.8648570448,2.8450756813,1.5157446255,4,-1,,,,,2024-09-15T16:38:14.796964Z,2024-09-15T20:27:27.828Z,2024-09-15T20:48:18.999Z
71,0.9846666667,-0.9753333333,0.07,-0.0366666667,-0.0593333333,0.0866666667,-0.0513333333,0.042,-0.0133333333,0.0193333333,-0.9773333333,0.9786666667,-0.0793333333,0.0846666667,0.982,-0.9853333333,-0.0373333333,0.0293333333,78,cvkgtxkz17rg008dp5kg,0.9846666667,+,X,0.3841656566,8.242960396,0.6113940184,5.4337025543,0.495416247,6.8466765733,0.767299098,3.3267942193,0.5202266132,4.3481903266,0.4147470033,3.9533539345,0.8757702297,2.853221736,0.6588919554,1.8593385299,0.0973918218,2.4788442033,0.9686487009,2.5451764864,-1.9330395687,4,-1,,,,,2024-09-15T16:38:14.796964Z,2024-09-15T20:27:27.828Z,2024-09-15T20:48:18.999Z
72,0.9786666667,-0.9793333333,0.006,-0.0046666667,0.0226666667,-0.042,0.0153333333,-0.0293333333,-0.3786666667,0.3973333333,-0.8933333333,0.9113333333,0.044,-0.0433333333,0.9106666667,-0.8946666667,-0.3906666667,0.396,96,cvkgtxkz17rg008dp5kg,0.9786666667,+,X,0.6808691388,7.4943761413,0.9682653415,5.5640660815,0.4226510995,6.5033622057,0.1702426852,4.9497028945,0.936591918,3.6223535123,0.2872440161,3.347051421,0.8294689625,2.7339613073,0.4252733257,1.6156933787,0.8662066576,2.121447898,0.3290820675,1.6303884481,1.0267578475,4,-1,,,,,2024-09-15T16:38:14.796964Z,2024-09-15T20:27:27.828Z,2024-09-15T20:48:18.999Z
73,0.9746666667,-0.976,0.094,-0.1046666667,-0.0526666667,0.0566666667,-0.0346666667,0.0646666667,-0.0586666667,0.0693333333,-0.9773333333,0.9706666667,-0.0753333333,0.0766666667,0.9713333333,-0.9826666667,-0.0293333333,0.006,114,cvkgtxkz17rg008dp5kg,0.9746666667,+,X,0.8668017827,7.925517704,0.0452693073,6.8540314701,0.0372556708,5.7551511478,0.0860713024,3.7182512424,0.7921222471,4.7848893522,0.4820463297,3.0931061352,0.7458964509,2.3982989723,0.3358140441,1.4398222061,0.6161275002,2.418157258,0.7990917579,1.9645445118,-0.9682397642,4,-1,,,,,2024-09-15T16:38:14.796964Z,2024-09-15T20:27:27.828Z,2024-09-15T20:48:18.999Z
