parameters_id,expectation_value/+/X,expectation_value/-/X,expectation_value/r/X,expectation_value/l/X,expectation_value/0/X,expectation_value/1/X,expectation_value/+/Y,expectation_value/-/Y,expectation_value/r/Y,expectation_value/l/Y,expectation_value/0/Y,expectation_value/1/Y,expectation_value/+/Z,expectation_value/-/Z,expectation_value/r/Z,expectation_value/l/Z,expectation_value/0/Z,expectation_value/1/Z,circuit_idx,job_id,expectation_value,initial_state,observable,parameter/0/0/amp,parameter/0/0/sigma,parameter/0/0/beta,parameter/1/0/amp,parameter/1/0/sigma,parameter/1/0/beta,parameter/1/1/amp,parameter/1/1/sigma,parameter/1/1/beta,parameter/2/0/amp,parameter/2/0/sigma,parameter/2/0/beta,parameter/2/1/amp,parameter/2/1/sigma,parameter/2/1/beta,parameter/2/2/amp,parameter/2/2/sigma,parameter/2/2/beta,parameter/3/0/amp,parameter/3/0/sigma,parameter/3/0/beta,parameter/3/1/amp,parameter/3/1/sigma,parameter/3/1/beta,parameter/3/2/amp,parameter/3/2/sigma,parameter/3/2/beta,parameter/3/3/amp,parameter/3/3/sigma,parameter/3/3/beta,job_idx,unique_id,counts/00,counts/01,counts/10,counts/11
34,0.972,-0.9486666667,-0.0133333333,0.0866666667,0.0686666667,0.0053333333,0.066,-0.046,0.5066666667,-0.4813333333,-0.7846666667,0.8273333333,0.1,-0.078,0.8446666667,-0.8093333333,0.5526666667,-0.5046666667,12,crs81andbt40008jkntg,0.972,+,X,0.3696650535,7.7685328451,-0.1461988379,0.9532310702,6.7365103249,1.0097617073,0.1259492605,5.200787331,-0.8312205708,0.4117935636,4.9438416145,1.1548194263,0.8569825397,3.9820992068,0.6007198459,0.2565778829,4.9759330967,-1.2704610976,0.1979427401,1.5875501635,0.7414254599,0.2310268757,2.8761770784,-1.1096961609,0.8669844563,1.1876747335,-1.7785384138,0.3414473745,2.1652711426,0.2361066543,2,612,47.0,40.0,2911.0,2.0
35,0.9653333333,-0.9493333333,-0.048,0.1106666667,0.1006666667,-0.0946666667,0.1086666667,-0.0873333333,0.0933333333,-0.1006666667,-0.9393333333,0.9606666667,0.094,-0.0913333333,0.966,-0.944,0.0886666667,-0.0666666667,30,crs81andbt40008jkntg,0.9653333333,+,X,0.7360843158,7.551589686,0.7743939137,0.4894263005,6.4032667985,-0.917823555,0.7333367709,6.8836483062,0.1200620775,0.4056597483,4.1817056709,-1.1446463651,0.083883243,4.3146841975,-0.0057249749,0.3815642232,4.9644392563,0.0216200431,0.4999826772,2.7637450711,1.8296884835,0.9231314084,1.8869720515,-0.8474920599,0.8534381984,1.0729406094,0.9179035899,0.6563590001,2.8425302891,-0.1733260374,2,630,33.0,51.0,2915.0,1.0
36,0.9773333333,-0.9446666667,0.012,-0.0226666667,0.0186666667,0.0226666667,0.0053333333,0.0013333333,0.8326666667,-0.804,-0.4973333333,0.5073333333,0.0646666667,0.0186666667,0.5413333333,-0.47,0.814,-0.832,48,crs81andbt40008jkntg,0.9773333333,+,X,0.0057697065,8.9720561457,-1.3127307016,0.6200787896,5.4313721609,0.1009528108,0.4364964988,6.0785217037,0.4353498302,0.8156231752,4.1813485534,1.1966126483,0.0708583784,3.0251535247,1.1986212085,0.3472194699,3.4550320935,-1.4675340029,0.4171918813,1.7100181403,0.4699957236,0.7901460151,2.7179946512,-0.9970943916,0.6328256295,1.6527374106,-1.8071132705,0.5439976923,2.8090642854,-0.7851783014,2,648,36.0,31.0,2930.0,3.0
37,0.9766666667,-0.938,0.0446666667,0.0393333333,0.0213333333,-0.0373333333,0.0866666667,-0.0106666667,0.2106666667,-0.216,-0.93,0.948,0.0433333333,0.02,0.9513333333,-0.912,0.2,-0.2133333333,66,crs81andbt40008jkntg,0.9766666667,+,X,0.6273952987,8.4025187655,-1.9931070132,0.9566939329,6.5732482161,-1.3588486674,0.0772326234,5.9054959473,0.4429445208,0.2433339703,3.0514971628,1.891808797,0.1577898293,4.847016194,0.8798679062,0.3272220793,3.5717527791,1.9545765165,0.6975942283,2.0334648221,-0.8122509195,0.9024552087,2.2184737457,0.4994272442,0.2123425394,1.7432808961,0.219087491,0.4960241036,2.1181991355,0.3469589722,2,666,35.0,32.0,2930.0,3.0
38,0.966,-0.952,-0.0853333333,0.0726666667,0.07,-0.0306666667,0.056,-0.0833333333,0.4453333333,-0.428,-0.832,0.864,0.052,-0.0433333333,0.8746666667,-0.8406666667,0.4493333333,-0.442,84,crs81andbt40008jkntg,0.966,+,X,0.505048026,7.6080691437,1.9339922551,0.0591866554,5.9790907919,-0.0483949828,0.9287630283,5.3153194896,-0.1750829192,0.1513798715,3.3697001207,0.7670233027,0.7370014781,3.4441430777,0.6433446239,0.7750194641,4.8332469412,-1.2741966149,0.644705897,1.6287828752,1.1406381923,0.0428751349,1.8917597341,1.2228624173,0.3964210746,1.1038188703,1.5743347568,0.5828323339,1.437089218,1.4217192423,2,684,28.0,44.0,2921.0,7.0
39,0.9666666667,-0.942,-0.0126666667,0.0626666667,0.068,-0.0626666667,0.0826666667,-0.0933333333,0.3193333333,-0.294,-0.904,0.9266666667,0.0253333333,-0.036,0.9266666667,-0.9093333333,0.3086666667,-0.2926666667,102,crs81andbt40008jkntg,0.9666666667,+,X,0.6322432538,8.7886945941,1.5269639309,0.8048019733,5.3043175313,-1.8347288546,0.0121354196,6.1311432495,-1.943875143,0.6831341181,4.1565157255,-1.6493411592,0.3691479634,4.5613440975,-1.8536164449,0.1974612811,3.0791640683,-1.9027643603,0.9762081061,2.3030889134,1.4904461444,0.5406831231,1.3983241099,-1.3366252165,0.1545553374,1.9204677569,1.2942681053,0.8895248027,2.2920889435,0.1221476719,2,702,33.0,47.0,2917.0,3.0
40,0.968,-0.936,-0.0546666667,0.098,0.0913333333,-0.0833333333,0.136,-0.0846666667,0.054,-0.0413333333,-0.9453333333,0.9686666667,0.0813333333,-0.0466666667,0.9666666667,-0.9506666667,0.1053333333,-0.0733333333,120,crs81andbt40008jkntg,0.968,+,X,0.738147464,8.405772719,0.233901643,0.3353799562,6.7691127762,1.9226380541,0.5594141939,5.011214139,1.9909987424,0.4983432607,3.4168234218,-0.6609857755,0.8820293045,4.8261720343,-0.4580813679,0.5605062582,3.1701507426,-1.7275506095,0.5203449709,1.4896554812,0.5180082557,0.990606064,2.1432394115,1.8813189847,0.9200958005,1.3777229312,-0.1159279992,0.7697476724,2.4333143145,0.6358550615,2,720,42.0,42.0,2910.0,6.0
41,0.9693333333,-0.9446666667,-0.0113333333,-0.014,0.074,-0.062,0.0773333333,-0.0633333333,-0.056,0.0793333333,-0.9533333333,0.9553333333,0.0813333333,-0.0286666667,0.9793333333,-0.954,-0.0193333333,0.07,138,crs81andbt40008jkntg,0.9693333333,+,X,0.740389185,7.9940673341,-1.2368494455,0.5517877749,5.4590017914,0.115221648,0.6558410288,5.5278010695,-1.1377490799,0.5747859694,4.7177435855,-1.2544362548,0.4769957237,3.9379239213,0.3486029313,0.9903765241,4.2275850428,1.2818251072,0.2908641369,2.6381962509,0.8586917028,0.6548551539,1.4433646195,-1.7543908066,0.835100843,1.2383187653,-1.3235592773,0.6252517032,1.7503341155,0.5198650913,2,738,44.0,39.0,2910.0,7.0
42,0.958,-0.9393333333,-0.0866666667,0.1046666667,0.0873333333,-0.096,0.0926666667,-0.0933333333,0.126,-0.1306666667,-0.9393333333,0.9513333333,0.0826666667,-0.0966666667,0.9626666667,-0.92,0.1533333333,-0.1246666667,156,crs81andbt40008jkntg,0.958,+,X,0.7731839593,7.7594277642,0.980658502,0.1136957185,6.7740712662,-0.2014258598,0.4705802646,6.5356884153,-0.7739958244,0.7482890946,3.8747732365,-1.9647269395,0.9429758107,3.1736631428,-1.0492989142,0.9648442841,3.6536176149,1.2868487774,0.1860238254,1.041160553,-0.1080738323,0.9996404787,2.7847416424,-0.0308557633,0.0201732713,2.7818248374,0.2794009265,0.3215237295,2.0390864041,-1.0201693021,2,756,48.0,57.0,2889.0,6.0
43,0.9713333333,-0.954,-0.0473333333,0.03,0.032,0.0546666667,0.0453333333,-0.0146666667,0.812,-0.7953333333,-0.5286666667,0.5493333333,0.0593333333,-0.0113333333,0.59,-0.5333333333,0.8106666667,-0.7853333333,174,crs81andbt40008jkntg,0.9713333333,+,X,0.2732771807,7.0353144405,-1.3632157878,0.6810494902,6.8011733259,1.8378961029,0.0076173947,5.5420560719,1.533424475,0.4484491221,4.8832825202,1.2807394729,0.5948471279,4.6196532111,-0.4861851865,0.2983007812,4.5346625888,-0.0003767391,0.0721990193,1.1962086517,-0.5056847853,0.2599604111,1.2374772777,0.0671409206,0.7883748994,2.4269972883,1.1985136642,0.6638116704,1.408152296,-1.3353575913,2,774,49.0,38.0,2908.0,5.0
44,0.9813333333,-0.936,0.0,0.008,-0.0113333333,-0.012,0.0113333333,-0.0006666667,0.796,-0.778,-0.5273333333,0.592,0.0286666667,0.044,0.5906666667,-0.5346666667,0.804,-0.7546666667,192,crs81andbt40008jkntg,0.9813333333,+,X,0.4678299557,8.4478570089,-1.1528342949,0.2937397627,6.0125352963,1.754534874,0.4654311173,5.4763516087,0.5835261691,0.0622942847,4.125267876,-0.0237693885,0.059527834,4.3634512541,0.2453043847,0.3229895399,4.9828561852,-0.750221308,0.4407183275,1.0684190279,-0.4542849681,0.9979581705,1.5437872477,-1.8779807982,0.3575946825,2.8158989121,-0.6048583815,0.557941558,2.7148459955,-0.0107221235,2,792,44.0,26.0,2928.0,2.0
45,0.9466666667,-0.914,-0.088,0.114,0.254,-0.202,0.118,-0.132,-0.39,0.4426666667,-0.8453333333,0.8813333333,0.1833333333,-0.1966666667,0.882,-0.8766666667,-0.3213333333,0.4053333333,210,crs81andbt40008jkntg,0.9466666667,+,X,0.8836682243,8.8088734725,0.8719017681,0.6704435574,5.6174347836,1.8737339862,0.7383841268,5.8501398188,-1.6992179441,0.3433194002,3.9244630638,-1.5702050467,0.0811598836,4.3022669643,-1.6692658462,0.3083864449,4.7728859743,-1.6399868516,0.7974120584,2.7999171818,-0.6434246806,0.3527162759,2.2999057822,1.3569487721,0.2517528873,1.2190902786,-1.3410447078,0.7508045135,1.1120213062,0.9045150192,2,810,43.0,74.0,2877.0,6.0
46,0.966,-0.9466666667,-0.0206666667,0.044,0.0473333333,0.022,0.0633333333,-0.0406666667,0.4526666667,-0.3926666667,-0.846,0.8726666667,0.052,-0.0286666667,0.8626666667,-0.852,0.47,-0.4453333333,228,crs81andbt40008jkntg,0.966,+,X,0.2708265509,7.7654750564,1.3180419758,0.631848282,6.8510636812,0.1963691195,0.7696684246,6.2283922434,1.692218159,0.9259758105,3.5838284619,0.5047249865,0.2334247555,3.3922466587,0.6552924109,0.7512886722,4.6260436123,-0.2322421453,0.0871387137,2.9599987674,0.3172474333,0.1558531527,1.6385180274,-1.864103113,0.9587527427,2.0615415435,1.3291469633,0.831462441,1.3806434343,-0.8696862036,2,828,40.0,45.0,2909.0,6.0
47,0.96,-0.9306666667,-0.1233333333,0.1413333333,0.186,-0.1333333333,0.1426666667,-0.16,0.0226666667,-0.0306666667,-0.9433333333,0.96,0.1346666667,-0.1333333333,0.968,-0.9413333333,0.0493333333,-0.03,246,crs81andbt40008jkntg,0.96,+,X,0.8335603989,8.5056317962,1.4706239745,0.3374586517,5.7386957888,-1.1774289957,0.6598077496,5.6844068452,0.2172585696,0.6158966665,3.4972325507,-1.3346276861,0.1123795092,4.4341734762,-0.9487954657,0.1190182609,4.0149446227,0.8225015296,0.3729883926,1.9619642254,0.0769423296,0.3780252533,1.8336248498,0.8185542272,0.0481742464,2.046288618,-1.8190854841,0.2124892814,1.1227307054,1.209631317,2,846,34.0,54.0,2906.0,6.0
48,0.9673333333,-0.9493333333,0.0306666667,-0.01,0.006,0.0146666667,-0.0026666667,0.0166666667,0.8846666667,-0.858,-0.3826666667,0.3926666667,0.0333333333,0.0133333333,0.392,-0.3906666667,0.9046666667,-0.8613333333,264,crs81andbt40008jkntg,0.9673333333,+,X,0.261195141,8.3813698623,0.4749583664,0.3775961059,5.5671693342,0.2804222499,0.1724238197,6.9824018281,1.2778709685,0.0352894293,3.155226253,-0.728520984,0.3366547575,3.2445080711,0.8781192261,0.7529965639,3.1323940268,-0.1756364298,0.1414087532,2.9086584138,-0.7830478598,0.9587691683,1.2110031432,0.6414582525,0.8215356404,2.1046605397,-1.069341022,0.9068596615,2.3303965877,0.0501162069,2,864,42.0,46.0,2909.0,3.0
49,0.9146666667,-0.8933333333,-0.1366666667,0.1486666667,0.28,-0.2493333333,0.2373333333,-0.2166666667,-0.1693333333,0.2193333333,-0.9046666667,0.9266666667,0.2373333333,-0.176,0.934,-0.9273333333,-0.1126666667,0.1473333333,282,crs81andbt40008jkntg,0.9146666667,+,X,0.9963556092,8.2005485106,1.7335141788,0.0026537467,6.1483933476,1.7734399279,0.0907560823,6.9468817038,-0.3728051499,0.5261920621,4.8163325473,-1.8185970183,0.6525185636,3.0278048505,-0.3198398677,0.879906713,4.6092360124,0.0045608915,0.1048355955,1.611840755,-0.5359810335,0.1968656227,1.1409120776,0.3181274283,0.5914605208,1.5328677241,0.007546686,0.6886112383,1.426023205,1.6236229979,2,882,46.0,112.0,2826.0,16.0
50,0.9506666667,-0.9373333333,-0.126,0.1073333333,0.1626666667,-0.1193333333,0.168,-0.14,-0.0426666667,0.046,-0.944,0.9593333333,0.1366666667,-0.106,0.9713333333,-0.9433333333,-0.026,-0.004,0,crs81bddbt40008jknv0,0.9506666667,+,X,0.8834332618,7.7789939359,0.6539246943,0.3476280238,6.3098479346,-1.8109723306,0.7138649255,5.289994004,-0.5593616528,0.2750447215,4.3946552584,0.1874277783,0.6914318754,4.9220861288,1.5046718395,0.1411375001,4.9638545552,-1.790553818,0.913151342,1.0048330302,-0.2540673965,0.8860227526,2.8992912259,1.420427234,0.1347125085,2.951380855,-1.1975714036,0.1854718907,2.8813134242,0.8770315051,3,900,45.0,66.0,2881.0,8.0
51,0.9753333333,-0.9473333333,0.0026666667,0.032,0.006,0.004,0.0273333333,0.0153333333,0.7026666667,-0.6713333333,-0.6826666667,0.6933333333,0.05,0.0073333333,0.6966666667,-0.6846666667,0.692,-0.676,18,crs81bddbt40008jknv0,0.9753333333,+,X,0.3288198519,7.6719993997,-1.2516051472,0.520547566,6.0968182839,0.6732344657,0.217758271,6.5604205855,-0.4487495471,0.9449351037,3.0653066661,-0.6495557622,0.9208879539,4.1970305065,-0.6927254422,0.3157291096,3.2417952929,1.0347569512,0.860121908,1.6941260654,-0.2293831191,0.9279377869,2.900580358,0.9065916818,0.0946620694,2.9421358669,1.9346242437,0.6048660297,2.9146680659,1.2609395524,3,918,39.0,30.0,2924.0,7.0
52,0.9633333333,-0.952,-0.0086666667,0.026,0.0773333333,-0.0386666667,0.0846666667,-0.0446666667,0.1273333333,-0.1213333333,-0.9386666667,0.9553333333,0.07,-0.0713333333,0.962,-0.9406666667,0.1453333333,-0.14,36,crs81bddbt40008jknv0,0.9633333333,+,X,0.6293577318,7.8017104709,-0.3189004234,0.6477979505,5.45817633,0.2623266864,0.6232444093,6.6587880503,-0.9466591651,0.6495575162,3.7774226645,1.9063863168,0.6219439344,4.1977283954,1.5414087396,0.6660232751,4.8720479494,-0.2496729755,0.213751863,2.5056633459,1.6392879768,0.3412218208,1.2328884457,0.6462236477,0.9371042553,1.5072482668,-1.6088880857,0.7379784645,2.4303510833,0.4845350839,3,936,44.0,49.0,2901.0,6.0
53,0.976,-0.9453333333,-0.0126666667,0.0106666667,0.0206666667,0.0093333333,0.0033333333,-0.0046666667,0.7826666667,-0.7546666667,-0.57,0.5846666667,0.0213333333,0.0306666667,0.6146666667,-0.5626666667,0.7966666667,-0.766,54,crs81bddbt40008jknv0,0.976,+,X,0.1817104656,8.1479695261,-1.4445867736,0.3642782606,6.3029107562,0.4758502762,0.466094015,6.3189518093,-0.5076764906,0.9108188565,3.6873523132,-1.5078600783,0.0410620039,4.2858548904,-1.4804113169,0.5741416342,3.3093619366,1.0710731163,0.9573650772,2.7749728502,1.4043847738,0.9873952977,2.209564555,-0.3279773764,0.8761043118,2.8718461762,-0.9178499226,0.0928028117,1.2562509776,0.0699460287,3,954,40.0,32.0,2924.0,4.0
54,0.9773333333,-0.938,-0.024,0.0666666667,0.0666666667,0.0266666667,0.0426666667,0.0066666667,0.6113333333,-0.5906666667,-0.7313333333,0.7613333333,0.058,-0.0346666667,0.7606666667,-0.7146666667,0.632,-0.59,72,crs81bddbt40008jknv0,0.9773333333,+,X,0.5747218775,7.3052213408,0.8307245242,0.3554802333,6.4443864529,0.8965109046,0.1907858197,6.7248418965,1.2943690621,0.4110182186,4.8674715774,-1.8198656076,0.7378414516,4.948845042,-1.3731569158,0.7404336112,4.0524324863,-1.5982055638,0.0501358636,2.8120991085,1.0731347103,0.5353338617,2.0001386492,0.2698723821,0.8543155852,1.8560275984,-0.2753030243,0.09950818,2.8648690725,-0.1997513495,3,972,28.0,32.0,2938.0,2.0
55,0.976,-0.948,-0.0593333333,0.0946666667,0.046,-0.038,0.0466666667,-0.0193333333,0.424,-0.376,-0.8533333333,0.888,0.0226666667,0.0153333333,0.874,-0.8453333333,0.4246666667,-0.4066666667,90,crs81bddbt40008jknv0,0.976,+,X,0.6844827406,8.085128998,-0.18121815,0.6114896575,6.9600505082,1.1554582682,0.1696338076,5.6929640127,-1.2400371548,0.2684806888,4.2325965298,-0.3996084641,0.2609779161,4.9341105623,0.0057145684,0.5410899367,4.246632047,0.981254654,0.5309437725,1.1187620841,0.1829724136,0.7126397448,2.5712119908,0.4559069657,0.0223970978,1.4993252087,-1.2548996333,0.3405571472,1.8960801772,0.9240776533,3,990,51.0,36.0,2913.0,0.0
56,0.9593333333,-0.9333333333,-0.0573333333,0.0626666667,0.096,-0.0733333333,0.0726666667,-0.0893333333,0.0406666667,-0.0006666667,-0.9466666667,0.9653333333,0.0766666667,-0.0346666667,0.968,-0.956,0.0466666667,-0.0266666667,108,crs81bddbt40008jknv0,0.9593333333,+,X,0.9136245062,7.4188737625,-0.2667290768,0.2570934084,6.169609857,-0.8706536991,0.5831131882,5.790975485,-0.791946438,0.1145865111,3.1678373938,-0.531251658,0.3095116956,4.2808803503,-0.3205928992,0.8432458573,4.0816198862,-1.9750178218,0.4502829708,1.7672226733,1.7919263058,0.4677772771,2.1935643798,0.6511065487,0.4753632828,2.1259412236,-0.4990713907,0.3085938945,2.8903439031,-1.3264302797,3,1008,37.0,54.0,2902.0,7.0
57,0.972,-0.9486666667,-0.0246666667,0.0666666667,0.022,-0.0266666667,0.068,-0.01,0.6646666667,-0.6253333333,-0.6933333333,0.7253333333,0.016,0.0006666667,0.6946666667,-0.6766666667,0.6686666667,-0.6546666667,126,crs81bddbt40008jknv0,0.972,+,X,0.1772934669,8.9214087347,-0.3562427541,0.9359879691,5.56211494,0.2812444189,0.4446736545,5.6775188716,0.1298877718,0.3528177782,4.3212686714,-1.8697143609,0.5711686505,3.7795293192,1.3549866271,0.151293534,4.1368127047,-1.5381707952,0.7882883244,1.2563153458,-1.1682254529,0.8235610068,2.7676111005,0.546282401,0.5783011732,1.8549839517,1.3789316395,0.4292551302,2.2574357065,-1.9597170711,3,1026,51.0,38.0,2907.0,4.0
58,0.9453333333,-0.9273333333,-0.1246666667,0.1233333333,0.116,-0.086,0.14,-0.11,0.1786666667,-0.1426666667,-0.9193333333,0.928,0.1166666667,-0.086,0.9526666667,-0.9226666667,0.1906666667,-0.162,144,crs81bddbt40008jknv0,0.9453333333,+,X,0.8792181408,7.5247804989,1.2386510581,0.0142488366,5.2226022385,0.6236967333,0.5919952212,5.4389731284,0.4178798718,0.563006227,3.496362561,-1.6058642788,0.4849586825,3.5697546705,1.2654116746,0.4629531362,4.4505392486,-1.2473317018,0.344596215,1.3804182687,-1.7910768544,0.7986938048,1.9124006555,-1.7123815835,0.4063209194,1.3344337986,-1.5951460276,0.1490769835,2.2909569493,-0.6555576978,3,1044,31.0,71.0,2887.0,11.0
59,0.9786666667,-0.9553333333,-0.0113333333,-0.0013333333,0.0246666667,0.0373333333,0.0206666667,0.0053333333,0.8986666667,-0.8513333333,-0.396,0.3966666667,0.0293333333,0.0293333333,0.4106666667,-0.3906666667,0.8993333333,-0.8493333333,162,crs81bddbt40008jknv0,0.9786666667,+,X,0.3179509803,8.1082232079,-0.7862060556,0.18143817,5.2171302459,1.509423947,0.2142600845,5.8591374175,-0.1332114258,0.40513405,4.2643924948,-0.0688742209,0.7096628805,3.5206658905,-0.8356943243,0.3815432142,3.6611955836,0.6800173219,0.3886600243,2.9310629058,-0.4400005204,0.1251149476,1.5166184411,1.3716112831,0.4283454791,1.8200075918,0.9189992764,0.9516150057,2.9676266374,-1.1196745815,3,1062,45.0,30.0,2923.0,2.0
60,0.9746666667,-0.9506666667,0.044,0.034,0.014,0.0366666667,0.018,0.048,0.9133333333,-0.8966666667,-0.2906666667,0.344,0.0126666667,0.0113333333,0.3073333333,-0.2873333333,0.928,-0.8753333333,180,crs81bddbt40008jknv0,0.9746666667,+,X,0.1252335942,7.9904915533,-1.0447462148,0.1507427763,6.4084665603,-1.8496446055,0.3994248905,6.8433570461,1.3702330326,0.102525687,3.6885968189,0.097125857,0.5516631223,3.393450431,-1.2628034359,0.6798941466,3.6778214532,1.7330372715,0.051354097,2.3869128117,-1.5757425152,0.9312129275,1.3680141894,-1.7169196089,0.6192542203,2.3796878122,-0.8512307309,0.6394488775,1.7214098279,-1.1320967373,3,1080,33.0,35.0,2929.0,3.0
61,0.9713333333,-0.9486666667,-0.0293333333,-0.0113333333,0.024,0.0166666667,0.0493333333,0.0286666667,0.7726666667,-0.7593333333,-0.5486666667,0.5726666667,0.026,-0.02,0.6226666667,-0.5693333333,0.8086666667,-0.79,198,crs81bddbt40008jknv0,0.9713333333,+,X,0.3790986542,7.4319043333,-0.9663533264,0.1825868856,6.1993355778,1.885277923,0.6057054213,6.415229015,1.3488175392,0.8779440193,3.1015481962,1.9140456687,0.136768757,4.0525249568,-1.6690013401,0.0457563716,3.610567643,0.0881498623,0.5432946076,2.108730192,0.3155742727,0.8815412536,1.8046300433,1.8037018943,0.4639742955,1.6822850345,-1.2068121343,0.4898979724,1.0979569883,1.0642253334,3,1098,33.0,38.0,2924.0,5.0
62,0.9646666667,-0.948,-0.0393333333,0.0306666667,0.104,-0.0886666667,0.062,-0.0726666667,-0.026,0.0066666667,-0.9466666667,0.958,0.0433333333,-0.0226666667,0.9753333333,-0.9473333333,0.0053333333,0.0213333333,216,crs81bddbt40008jknv0,0.9646666667,+,X,0.5540143581,8.7837784632,-0.955765944,0.6999527272,6.9490326382,-1.4729859123,0.7293867254,5.9582986676,1.9429090743,0.9695454499,4.9307413531,-0.1112376936,0.5883330392,4.3583795631,-1.0438460938,0.6361511303,4.466163578,1.3603264558,0.1942182125,2.0382544206,0.2842115548,0.7953615413,1.25147163,-1.4022327441,0.2154298022,1.3879774473,1.0161409828,0.7425969156,2.8080257271,1.9899323712,3,1116,50.0,47.0,2897.0,6.0
63,0.968,-0.9566666667,-0.0273333333,0.058,0.056,-0.0053333333,0.0526666667,-0.0733333333,0.0973333333,-0.1693333333,-0.9346666667,0.9646666667,0.026,0.0073333333,0.9633333333,-0.9333333333,0.146,-0.1753333333,234,crs81bddbt40008jknv0,0.968,+,X,0.8727788892,8.0840187285,-1.0676903946,0.2224946834,6.9013522544,0.0448515877,0.1223186248,6.8394497659,1.6229278364,0.9149530605,4.0410520151,0.0189859473,0.6368735664,3.9112374257,-0.6354836253,0.1677402607,3.2889381934,0.5802422272,0.1358436584,2.0500699738,-1.8642270968,0.0484185695,2.2773245686,-1.4488761814,0.5126498991,2.9075786354,0.8407539019,0.4890512997,2.5802723,1.2893675327,3,1134,52.0,45.0,2900.0,3.0
64,0.98,-0.9373333333,0.0046666667,0.0113333333,0.0,0.0566666667,0.0293333333,0.012,0.936,-0.916,-0.2206666667,0.256,0.0313333333,0.0373333333,0.2826666667,-0.2546666667,0.936,-0.9186666667,252,crs81bddbt40008jknv0,0.98,+,X,0.0305148693,8.8909799087,0.2162175568,0.3577378171,6.6173081671,0.7170987341,0.0529163797,5.2397083193,-1.1460694828,0.5721382621,3.6608150584,-1.6919215496,0.1372184454,3.3047772615,1.6224763015,0.6748437618,3.6760639576,-1.1575326481,0.1700091633,1.7209763164,-1.9599069213,0.4006248365,1.3511497399,-1.8719872995,0.5436187518,2.7858393671,-0.9984719609,0.6276326727,1.442027602,-1.1422812205,3,1152,42.0,29.0,2928.0,1.0
65,0.9786666667,-0.944,-0.042,0.0293333333,0.0366666667,0.0266666667,0.0513333333,-0.004,0.728,-0.714,-0.604,0.6293333333,0.0033333333,0.018,0.622,-0.6006666667,0.7573333333,-0.7286666667,270,crs81bddbt40008jknv0,0.9786666667,+,X,0.227035008,7.6331663625,-0.1582244606,0.0775670795,6.7495082205,0.9216279571,0.8262486375,6.9684968178,1.434610094,0.5345238445,4.8614501072,-1.043520944,0.2104754897,4.5758199436,0.3925934785,0.5572759173,3.3455692251,-1.881640774,0.758023217,1.6415022012,-1.0219979043,0.3693210946,1.3941329845,1.615822289,0.0656991943,1.540989518,-1.2186454098,0.1825769694,1.9512023485,1.7671497537,3,1170,45.0,27.0,2923.0,5.0
66,0.9726666667,-0.954,-0.034,0.0033333333,0.048,-0.0333333333,0.0333333333,-0.0533333333,0.4913333333,-0.4973333333,-0.7986666667,0.8273333333,0.0466666667,-0.004,0.854,-0.7933333333,0.5126666667,-0.504,288,crs81bddbt40008jknv0,0.9726666667,+,X,0.4367268436,8.8900086537,-0.4792753883,0.1263574187,6.7852781328,0.0108798159,0.8341816235,6.0870571833,-0.1204338691,0.2640358341,3.6704478127,-0.8317977141,0.8930218823,4.3161114477,-0.0202833551,0.4640880461,3.7424189135,0.804721293,0.5918643325,1.3999807493,-0.6528359496,0.8163343554,1.2035946306,1.7559267414,0.2208516501,1.876159218,1.5108923887,0.3870062558,1.9685253672,-0.4408127734,3,1188,39.0,36.0,2920.0,5.0
